Id,Keyword,Parent KW Id,Indented Keywords,Full Path,Level,Suggested
10074,ius liberorum,5,    ius liberorum,Legal terms > ius liberorum,1,yes
10177,ius Quiritium,5,    ius Quiritium,Legal terms > ius Quiritium,1,yes
10097,iussum,5,    iussum,Legal terms > iussum,1,yes
10072,lapsed legacy,5,    lapsed legacy,Legal terms > lapsed legacy,1,yes
209,legatum,5,    legatum,Legal terms > legatum,1,
10174,legatum per damnationem,5,    legatum per damnationem,Legal terms > legatum per damnationem,1,yes
10176,legatum per praeceptionem,5,    legatum per praeceptionem,Legal terms > legatum per praeceptionem,1,yes
10069,legatum per vindicationem,5,    legatum per vindicationem,Legal terms > legatum per vindicationem,1,yes
10175,legatum sinendi modo,5,    legatum sinendi modo,Legal terms > legatum sinendi modo,1,yes
75,mancipatio,5,    mancipatio,Legal terms > mancipatio,1,
10188,mancipium,5,    mancipium,Legal terms > mancipium,1,yes
10210,manumissio fideicommissaria,5,    manumissio fideicommissaria,Legal terms > manumissio fideicommissaria,1,yes
106,manus,5,    manus,Legal terms > manus,1,
105,materfamilias,5,    materfamilias,Legal terms > materfamilias,1,
10110,modus,5,    modus,Legal terms > modus,1,yes
25,monetary claim,5,    monetary claim,Legal terms > monetary claim,1,
189,movable property,5,    movable property,Legal terms > movable property,1,
10197,natural obligation,5,    natural obligation,Legal terms > natural obligation,1,yes
246,next of kin,5,    next of kin,Legal terms > next of kin,1,
157,nuncupation,5,    nuncupation,Legal terms > nuncupation,1,
10230,orcinus heres,5,    orcinus heres,Legal terms > orcinus heres,1,yes
104,paterfamilias,5,    paterfamilias,Legal terms > paterfamilias,1,
9,patria potestas,5,    patria potestas,Legal terms > patria potestas,1,
10038,peculium castrense,5,    peculium castrense,Legal terms > peculium castrense,1,yes
28,perjury,5,    perjury,Legal terms > perjury,1,
10183,poenae causa,5,    poenae causa,Legal terms > poenae causa,1,yes
10241,portio legitima,5,    portio legitima,Legal terms > portio legitima,1,yes
10082,postliminium,5,    postliminium,Legal terms > postliminium,1,yes
219,postumus alienus,5,    postumus alienus,Legal terms > postumus alienus,1,
53,praescriptio,5,    praescriptio,Legal terms > praescriptio,1,
10048,Praetorian will,5,    Praetorian will,Legal terms > Praetorian will,1,yes
295,pre-legacy,5,    pre-legacy,Legal terms > pre-legacy,1,
292,Primogeniture,5,    Primogeniture,Legal terms > Primogeniture,1,
10061,pro herede gestio,5,    pro herede gestio,Legal terms > pro herede gestio,1,yes
10195,quarta Falcidia,5,    quarta Falcidia,Legal terms > quarta Falcidia,1,yes
10190,quasi-usufructus,5,    quasi-usufructus,Legal terms > quasi-usufructus,1,yes
10240,querela inofficiosi testamenti,5,    querela inofficiosi testamenti,Legal terms > querela inofficiosi testamenti,1,yes
253,representation in succession,5,    representation in succession,Legal terms > representation in succession,1,
236,repudiatio hereditatis,5,    repudiatio hereditatis,Legal terms > repudiatio hereditatis,1,
332,secession of property,5,    secession of property,Legal terms > secession of property,1,
10223,servus alienus,5,    servus alienus,Legal terms > servus alienus,1,yes
10166,servus communis,5,    servus communis,Legal terms > servus communis,1,yes
222,silence,5,    silence,Legal terms > silence,1,
115,societas,5,    societas,Legal terms > societas,1,
171,specificatio,5,    specificatio,Legal terms > specificatio,1,
298,statutory rights,5,    statutory rights,Legal terms > statutory rights,1,
37,Sworn statement,5,    Sworn statement,Legal terms > Sworn statement,1,
322,Testamentary Heir,5,    Testamentary Heir,Legal terms > Testamentary Heir,1,
10051,testamenti factio,5,    testamenti factio,Legal terms > testamenti factio,1,yes
10032,testamentum calatis comitiis,5,    testamentum calatis comitiis,Legal terms > testamentum calatis comitiis,1,yes
10033,testamentum in procinctu,5,    testamentum in procinctu,Legal terms > testamentum in procinctu,1,yes
26,theft,5,    theft,Legal terms > theft,1,
10149,traditio,5,    traditio,Legal terms > traditio,1,yes
10023,tutela,5,    tutela,Legal terms > tutela,1,yes
10050,tutela legitima,5,    tutela legitima,Legal terms > tutela legitima,1,yes
22,unintentional transgression,5,    unintentional transgression,Legal terms > unintentional transgression,1,
10150,usucapio,5,    usucapio,Legal terms > usucapio,1,yes
291,vesting of rights,5,    vesting of rights,Legal terms > vesting of rights,1,
10232,vindicatio,5,    vindicatio,Legal terms > vindicatio,1,yes
10021,Divine sanction,6,    Divine sanction,Explicit legal frameworks > Divine sanction,1,yes
10055,Imperial Constitutions,6,    Imperial Constitutions,Explicit legal frameworks > Imperial Constitutions,1,yes
10041,ius civile,6,    ius civile,Explicit legal frameworks > ius civile,1,yes
10047,ius honorarium,6,    ius honorarium,Explicit legal frameworks > ius honorarium,1,yes
10211,Law of the Twelve Tables,6,    Law of the Twelve Tables,Explicit legal frameworks > Law of the Twelve Tables,1,yes
167,laws of another country,6,    laws of another country,Explicit legal frameworks > laws of another country,1,
10107,Lex Aelia Sentia,6,    Lex Aelia Sentia,Explicit legal frameworks > Lex Aelia Sentia,1,yes
319,Lex Cornelia,6,    Lex Cornelia,Explicit legal frameworks > Lex Cornelia,1,
10194,Lex Falcidia,6,    Lex Falcidia,Explicit legal frameworks > Lex Falcidia,1,yes
109,Lex Julia,6,    Lex Julia,Explicit legal frameworks > Lex Julia,1,
10039,Lex Junia,6,    Lex Junia,Explicit legal frameworks > Lex Junia,1,yes
10073,Lex Papia Poppaea,6,    Lex Papia Poppaea,Explicit legal frameworks > Lex Papia Poppaea,1,yes
10227,Lex Velleia,6,    Lex Velleia,Explicit legal frameworks > Lex Velleia,1,yes
82,local religions or customs,6,    local religions or customs,Explicit legal frameworks > local religions or customs,1,
223,practice in province,6,    practice in province,Explicit legal frameworks > practice in province,1,
10042,Senatus Consultum,6,    Senatus Consultum,Explicit legal frameworks > Senatus Consultum,1,yes
10182,Senatus Consultum Neronianum,6,    Senatus Consultum Neronianum,Explicit legal frameworks > Senatus Consultum Neronianum,1,yes
259,Senatus Consultum Orfitianum,6,    Senatus Consultum Orfitianum,Explicit legal frameworks > Senatus Consultum Orfitianum,1,
10205,Senatus Consultum Pegasianum,6,    Senatus Consultum Pegasianum,Explicit legal frameworks > Senatus Consultum Pegasianum,1,yes
10215,Senatus Consultum Tertullianum,6,    Senatus Consultum Tertullianum,Explicit legal frameworks > Senatus Consultum Tertullianum,1,yes
10204,Senatus Consultum Trebellianum,6,    Senatus Consultum Trebellianum,Explicit legal frameworks > Senatus Consultum Trebellianum,1,yes
353,Athens,136,    Athens,Places > Athens,1,
354,unknown,136,    unknown,Places > unknown,1,
146,archive for private property,137,    archive for private property,Offices and Administration > archive for private property,1,
10242,centumviri,137,    centumviri,Offices and Administration > centumviri,1,yes
318,consilium principis,137,    consilium principis,Offices and Administration > consilium principis,1,
254,conventus,137,    conventus,Offices and Administration > conventus,1,
10157,Court,137,    Court,Offices and Administration > Court,1,yes
206,fiscus,137,    fiscus,Offices and Administration > fiscus,1,
10102,Inheritance tax,137,    Inheritance tax,Offices and Administration > Inheritance tax,1,yes
283,manumission tax,137,    manumission tax,Offices and Administration > manumission tax,1,
81,office,137,    office,Offices and Administration > office,1,
282,opening of testament,137,    opening of testament,Offices and Administration > opening of testament,1,
182,public service,137,    public service,Offices and Administration > public service,1,
10136,revenue,137,    revenue,Offices and Administration > revenue,1,yes
58,taxes,137,    taxes,Offices and Administration > taxes,1,
287,capital punishment,138,    capital punishment,Punishments > capital punishment,1,
10085,Damnatio in opus publicum,138,    Damnatio in opus publicum,Punishments > Damnatio in opus publicum,1,yes
10133,Double penalty,138,    Double penalty,Punishments > Double penalty,1,yes
117,fine,138,    fine,Punishments > fine,1,
264,penalty for breach of will,138,    penalty for breach of will,Punishments > penalty for breach of will,1,
10084,Relegatio,138,    Relegatio,Punishments > Relegatio,1,yes
10018,Accountability,329,    Accountability,Procedure > Accountability,1,yes
10010,burden of proof,329,    burden of proof,Procedure > burden of proof,1,yes
10249,claim of inheritance,329,    claim of inheritance,Procedure > claim of inheritance,1,yes
98,claimant's oath,329,    claimant's oath,Procedure > claimant's oath,1,
10203,cognitio,329,    cognitio,Procedure > cognitio,1,yes
40,compulsory oath,329,    compulsory oath,Procedure > compulsory oath,1,
33,compulsory testimony,329,    compulsory testimony,Procedure > compulsory testimony,1,
174,confession,329,    confession,Procedure > confession,1,
47,consent-based resolution,329,    consent-based resolution,Procedure > consent-based resolution,1,
119,court officer,329,    court officer,Procedure > court officer,1,
46,decisory oath,329,    decisory oath,Procedure > decisory oath,1,
11,denial of testimony,329,    denial of testimony,Procedure > denial of testimony,1,
17,disqualified witnesses,329,    disqualified witnesses,Procedure > disqualified witnesses,1,
10020,Division by lot,329,    Division by lot,Procedure > Division by lot,1,yes
352,divorce,329,    divorce,Procedure > divorce,1,
10134,Enforcement of judgment,329,    Enforcement of judgment,Procedure > Enforcement of judgment,1,yes
10049,exceptio doli mali,329,    exceptio doli mali,Procedure > exceptio doli mali,1,yes
20,false oath,329,    false oath,Procedure > false oath,1,
10246,inventory of property,329,    inventory of property,Procedure > inventory of property,1,yes
10017,Judicial authorization,329,    Judicial authorization,Procedure > Judicial authorization,1,yes
39,judicial oath,329,    judicial oath,Procedure > judicial oath,1,
10105,Legal translation,329,    Legal translation,Procedure > Legal translation,1,yes
54,oath,329,    oath,Procedure > oath,1,
24,oath of deposit,329,    oath of deposit,Procedure > oath of deposit,1,
35,oath of ignorance,329,    oath of ignorance,Procedure > oath of ignorance,1,
34,oath of knowledge,329,    oath of knowledge,Procedure > oath of knowledge,1,
100,oath of orphans,329,    oath of orphans,Procedure > oath of orphans,1,
89,oath of testimony,329,    oath of testimony,Procedure > oath of testimony,1,
49,oath versus judgment,329,    oath versus judgment,Procedure > oath versus judgment,1,
64,procedural law,329,    procedural law,Procedure > procedural law,1,
45,procedural oath,329,    procedural oath,Procedure > procedural oath,1,
255,proof,329,    proof,Procedure > proof,1,
50,refusal of action,329,    refusal of action,Procedure > refusal of action,1,
42,refusal to swear,329,    refusal to swear,Procedure > refusal to swear,1,
258,rejection of judges,329,    rejection of judges,Procedure > rejection of judges,1,
44,sworn denial,329,    sworn denial,Procedure > sworn denial,1,
10162,Temporal restrictions on legal acts,329,    Temporal restrictions on legal acts,Procedure > Temporal restrictions on legal acts,1,yes
38,voluntary oath,329,    voluntary oath,Procedure > voluntary oath,1,
10089,witness attestation,329,    witness attestation,Procedure > witness attestation,1,yes
13,witness obligation,329,    witness obligation,Procedure > witness obligation,1,
36,witness summons,329,    witness summons,Procedure > witness summons,1,
225,woman testimony,329,    woman testimony,Procedure > woman testimony,1,
